slope_height,interface_1_coh,interface_2_coh,rock_density,young_modulus,poisson_ratio,UCS,phreatic_level,GSI,mi,slope_ira_cos,slope_ira_sin,int_1_dip_cos,int_1_dip_sin,int_1_dd_cos,int_1_dd_sin,int_1_fri_cos,int_1_fri_sin,int_2_dip_cos,int_2_dip_sin,int_2_dd_cos,int_2_dd_sin,int_2_fri_cos,int_2_fri_sin,distance,ratio
389.730495059461,18978.5310531339,0.0,2878.42283382569,20000000000.0,0.263959231186348,48109291.0988361,-20.0,44.4624197818483,22.0421430395116,0.7986355100472928,0.6018150231520483,0.6726383521717271,0.7399713826815897,0.8434380768486429,0.5372264052723607,0.885111557595669,0.46537891079266663,0.9104201964873155,0.41368474207782635,-0.4173068350419711,0.9087656493437971,0.9504468994186551,0.3108869430926054,534.9873196425019,1.3727109539141378
91.3702147055775,0.0,0.0,2872.42532175167,44521054139.3565,0.256590621485645,30000000.0,-30.0053996492293,70.4182250829707,12.8271743507431,0.7986355100472928,0.6018150231520483,0.5228475171331054,0.8524262277920284,0.9478078420579502,0.31884211536974183,0.9218132421839298,0.38763429483773953,0.6939451789487158,0.7200278387769704,-0.9232772002138736,0.3841343665505999,0.9065214788783861,0.42215969529568287,143.0943135416621,1.5660936553860065
261.687539231166,15914.3910359275,23682.4600048756,3067.0864291357,37487972976.0992,0.251226394696762,51754844.3760933,-31.0896334634771,51.5659456543615,2.0,0.5936704627214242,0.8047082587448261,0.5214997638216952,0.8532514262126469,0.6540698311463577,0.7564341716132178,0.8852059888175029,0.46519926629523706,0.6920498992054852,0.7218496637179225,-0.898672286803923,0.4386207028066592,0.9746752719805875,0.2236249408933803,345.7851945560865,1.3213666786427742
152.223610974964,13415.6176590984,80190.3964200485,2554.26849426837,43053944352.4014,0.18,43376835.5559948,-40.0,60.9951348328919,14.947517569783,0.7889058215813077,0.6145141208101909,0.8735024377978787,0.4868197727713646,0.2563487871126618,0.9665843467312447,0.9560207451938927,0.29329905345724194,0.6675157997964228,0.7445956332279567,-0.9674686995532934,0.2529907416975162,0.9672037956208255,0.2540016097127505,387.1922656606631,2.5435756199762207
513.158039061837,0.0,0.0,2876.11060412467,36666277076.4797,0.227398160516144,102220282.238444,-31.4429105350401,59.283584495833,13.3542266704405,0.7986355100472928,0.6018150231520483,0.6784566195469398,0.734640466754275,0.8166196976754438,0.5771761164224198,0.8456310777533225,0.5337678150073816,0.7984431849109563,0.6020701624140233,-0.7613789391333988,0.6483071116716984,0.984807753012208,0.17364817766693033,1049.3598359162954,2.0449057717867
148.015483362743,19443.6667882898,100.0,2638.49102469023,20000000000.0,0.290045809294415,30000000.0,-40.0,62.6339278034451,14.6050433401715,0.6321748959981712,0.7748257229014157,0.46628325896957223,0.8846354743083248,0.7625961399661814,0.6468748930888262,0.9754239172064787,0.22033651930982454,0.378353301791709,0.9256612658112642,-0.9436144431106543,0.33104649636111505,0.984807753012208,0.17364817766693033,239.7335818376644,1.6196520552525369
567.657334341348,25451.1098265722,1655.62377914794,2648.69856612618,39981407902.6011,0.265505149397202,92801091.7765204,-28.8467017540021,80.1913143814583,16.8436027950317,0.6364474385620258,0.7713200749026544,0.8855941202250187,0.4644599597628143,0.5252241315987478,0.8509639308374599,0.9873482286930513,0.15856694263526086,0.8697947558669793,0.4934137033629101,-0.8709056910437029,0.49145017784887446,0.9589487817733162,0.2835793256488786,1588.9656110403491,2.799163359501069
268.812694054371,6818.04167758206,2761.00942562595,2389.68521361286,21993789008.3478,0.189332934156679,30000000.0,-26.1227094508399,61.2484613601344,19.819073412112,0.6462349763142533,0.7631384903070454,0.9683334329474642,0.2496604947447211,0.9999962129311643,0.002752112521229394,0.8766156847990666,0.48119116904226694,0.24406571421767848,0.9697586953172498,-0.8391025454800998,0.5439732697190343,0.8919688373981015,0.45209688465049086,504.7647388570201,1.8777563337649696
257.470862978612,0.0,2794.2090972324,2298.30745693567,44191253060.1748,0.202879726003971,112608220.857068,-30.4363841021924,42.103244690426,18.4811801150614,0.6051358006051033,0.7961222662543868,0.6480343158734787,0.7616111379505899,0.9972561012746145,0.07402883539915865,0.9743590730603401,0.22499865942932815,0.9460136745103918,0.324126715405174,-0.5393223635145279,0.8420993933100198,0.984807753012208,0.17364817766693033,694.7174464711729,2.698237145881951
436.769229498504,0.0,9309.54726721739,2923.5398677661,50479107468.4677,0.217768973913174,30000000.0,-20.0,52.9604195493309,11.0811277894794,0.7974255187866054,0.6034173862161358,0.5159050092216867,0.8566457969662674,0.3585698582175861,0.9335028959664883,0.9285596013901365,0.3711833329585136,0.49340329010414574,0.869800662976526,-0.9518249850424843,0.3066418070793262,0.8579261519068028,0.5137730217463599,365.74399098194294,0.8373849765055295
