slope_height,interface_1_coh,interface_2_coh,rock_density,young_modulus,poisson_ratio,UCS,phreatic_level,GSI,mi,slope_ira_cos,slope_ira_sin,int_1_dip_cos,int_1_dip_sin,int_1_dd_cos,int_1_dd_sin,int_1_fri_cos,int_1_fri_sin,int_2_dip_cos,int_2_dip_sin,int_2_dd_cos,int_2_dd_sin,int_2_fri_cos,int_2_fri_sin,distance,ratio
119.854480209475,2536.12441392114,0.0,3031.00201468352,72965017488.5316,0.345058027194878,73723797.096833,-31.4684586303814,68.4363416701439,18.7629560745329,0.7986355100472928,0.6018150231520483,0.9174600939427352,0.39782782208210066,0.8981957212534891,0.4395957760510495,0.9397283627206707,0.3419219271973171,0.8345343515385171,0.5509559112144881,-0.17304440220680867,0.984914024097986,0.954273173216687,0.29893596451239335,167.6587067301501,1.3988522284450737
702.36947317634,34221.4285026189,6051.55240783767,2405.59458137153,20000000000.0,0.4,30799661.5047344,-32.1042604708753,74.0331991175338,18.4182843722937,0.7398232056560647,0.6728013260783485,0.793453003214377,0.6086315237400096,0.7182758026334379,0.6957584863667066,0.9226728900155972,0.3855836329906467,0.7423653315885818,0.6699953092786359,-0.15324470727771747,0.9881882713791773,0.9524539633212147,0.30468253601693385,1658.9324976521173,2.36190859797749
74.9745756128332,7631.56674388923,0.0,3121.72770057902,24574556225.902,0.273670131898014,104621100.032077,-37.8922937082735,59.3507258784824,12.7871309780951,0.7747280274490919,0.632294617630768,0.9243721147594148,0.3814920621129715,0.46010851909325756,0.8878626868259581,0.9024409944824707,0.4308134764343952,0.3300937881676023,0.9439481400019611,-0.5037567047234421,0.8638455778935137,0.9270486141911668,0.37494115128408767,101.72802434932447,1.3568336134991332
262.585615115939,0.0,0.0,3000.37605715141,40328938232.6066,0.253752113593561,65506337.2119483,-21.3682166238114,54.2489823683773,16.5444406364005,0.6954099184084663,0.7186132794341684,0.7974376611898873,0.6034013395046471,0.18654147802843285,0.9824470860941915,0.966737450334445,0.2557707999769646,0.6819173901961715,0.7314291988620925,-0.8732939999795067,0.48719358534343743,0.9718556898595637,0.23557698972436064,437.5802518298738,1.666428877441248
418.040788166269,17222.2664137856,0.0,2592.96977757262,43176367970.2369,0.277091510058668,70233802.7730832,-27.6565274394794,78.3395628916155,18.6292018557013,0.7986355100472928,0.6018150231520483,0.7834050809588173,0.6215114473023878,0.7584650413890873,0.65171372625613,0.947658802393162,0.31928481681213383,0.6309446061004992,0.7758278829951176,-0.7486584218095963,0.6629559317583369,0.9139073768162796,0.4059227840375391,219.92115604711324,0.5260758334415041
360.847295125693,8099.42210212377,0.0,2090.04393297447,21051740114.3563,0.242853514189118,106509986.621113,-44.6339168491705,58.9664231440675,17.5502236039926,0.7986355100472928,0.6018150231520483,0.6491375215827727,0.7606710708797695,0.982256376472864,0.18754309072423678,0.8526379943279525,0.5225021058602601,0.9088333013000894,0.41715947843478374,-0.4958644160437043,0.8683999544574125,0.9815524760017152,0.19119293097523826,600.0053135880353,1.6627679400479833
327.620020206673,24191.5110898806,100.0,2474.04730550903,85484277697.469,0.18,105146537.187182,-40.0,65.8077149195627,16.9051352829006,0.5412354800718107,0.8408710692558263,0.6439711595986906,0.7650497667505807,-0.0761473587319522,0.9970965749405357,0.9770306281481648,0.21309892458762555,0.5365335554978055,0.8438789864814049,-0.9817852701123798,0.18999390356103926,0.9730232136592977,0.23070722936252513,565.1654789622979,1.7250639280400928
302.875064549069,38660.8525978516,18988.3556214877,2832.30730296206,67697086523.1449,0.18,75480479.0331636,-40.0,63.5779031291049,17.6870208474656,0.521246214002729,0.8534063418957123,0.5074119069273556,0.8617036362394815,-0.4121985391676509,0.9110940480038571,0.984807753012208,0.17364817766693033,0.9443314804235975,0.3289955244087322,-0.5066550935762008,0.8621488364274995,0.9477414211414265,0.3190394938762745,887.3499803957758,2.929755811086309
229.196760715419,34722.135785204,44205.5087001723,2647.33569547904,20000000000.0,0.330339922362812,34774476.0072158,-40.0,36.0322297889411,16.1328358322798,0.6828208987029489,0.7305858062503658,0.701270903597768,0.7128948868993029,0.9405852727780799,0.3395575718975872,0.7896931758334664,0.6135019869911212,0.9256721068639998,0.37832677750056715,-0.5735119769030371,0.8191971755009719,0.960597999109089,0.27794151202656747,240.27033448802538,1.0483147045274162
280.222927679113,3046.65751347964,8576.0734825049,3057.62340089997,20000000000.0,0.276792617921278,82076372.4545611,-37.8916448024297,49.9998049202928,19.9904793709003,0.7986355100472928,0.6018150231520483,0.7279395217288045,0.6856413440751945,0.6436638959172052,0.7653082967619554,0.8264616886798009,0.5629929636723108,0.8932671186398691,0.4495262559148532,-0.898169213509556,0.439649933360197,0.984807753012208,0.17364817766693033,576.1742275025699,2.0561280701568956
