loss,accuracy,recall,auc,val_loss,val_accuracy,val_recall,val_auc
0.23629975318908691,0.9023166298866272,0.869828462600708,0.9644088745117188,0.31071537733078003,0.875,0.8064516186714172,0.9431552886962891
